depth_m,age_ka,d18O,dD
2886.4,520.339,-52.8105555,-414.936
2886.51,520.411,-52.79183745,-414.949
2886.62,520.483,-52.8001535,-414.35
2886.73,520.555,-52.72673113,-413.435
2886.84,520.627,-52.694337,-413.489
2886.95,520.699,-52.63210872,-413.368
2887.06,520.771,-52.59239948,-413.124
2887.17,520.843,-52.52820051,-413.113
2887.28,520.915,-52.46018497,-412.261
2887.39,520.987,-52.53083849,-411.935
2887.5,521.059,-52.2446418,-411.662
2887.61,521.131,-52.63238949,-411.169
2887.72,521.203,-52.50918116,-411.559
2887.83,521.275,-52.52014692,-409.73
2887.94,521.347,-52.5929694,-411.858
2888.05,521.419,-52.63170756,-412.061
2888.16,521.491,-52.57040196,-412.318
2888.27,521.563,-52.34972065,-412.704
2888.38,521.634,-52.30261685,-413.162
2888.49,521.706,-52.26582092,-412.679
2888.6,521.778,-52.53336581,-411.099
2888.71,521.85,-52.63806342,-410.573
2888.82,521.922,-52.70110244,-410.684
2888.93,521.993,-52.67167198,-412.266
2889.04,522.065,-52.65328737,-412.879
2889.15,522.137,-52.62164774,-413.292
2889.26,522.209,-52.56780966,-413.129
2889.37,522.28,-52.49324905,-412.907
2889.48,522.352,-52.51147351,-412.907
2889.59,522.423,-52.52654202,-412.418
2889.7,522.495,-52.52551515,-412.139
2889.81,522.567,-52.60307156,-411.793
2889.92,522.638,-52.5184119,-412.033
2890.03,522.71,-52.45573714,-412.054
2890.14,522.781,-52.24957322,-412.393
2890.25,522.853,-52.15292093,-412.051
2890.36,522.925,-52.30148632,-411.288
2890.47,522.996,-52.51159282,-409.926
2890.58,523.068,-52.68067192,-408.958
2890.69,523.139,-52.93685537,-410.239
2890.8,523.211,-53.196088,-411.99
2890.91,523.285,-53.15056217,-413.164
2891.02,523.359,-52.93524598,-415.326
2891.13,523.434,-52.69057941,-417.324
2891.24,523.508,-52.44086331,-416.984
2891.35,523.582,-52.41869155,-415.14
2891.46,523.656,-52.39999134,-413.293
2891.57,523.73,-52.31706843,-411.351
2891.68,523.805,-52.45988409,-411.471
2891.79,523.879,-52.52001868,-411.398
2891.9,523.953,-52.48066588,-410.393
2892.01,524.027,-52.5520974,-411.136
2892.12,524.101,-52.46218654,-412.21
2892.23,524.176,-52.40164401,-411.712
2892.34,524.25,-52.2888419,-412.284
2892.45,524.324,-52.26973004,-411.614
2892.56,524.401,-52.36257588,-411.347
2892.78,524.554,-52.28653637,-410.817
2892.89,524.63,-52.2889305,-410.351
2892.67,524.477,-52.41656546,-410.007
2893,524.707,-52.41656546,-410.271
2893.11,524.784,-52.81439485,-410.301
2893.22,524.86,-53.14760186,-411.213
2893.33,524.937,-53.33975481,
2893.44,525.013,-53.58187758,-414.936
2893.55,525.09,-53.57794642,-417.157
2893.66,525.167,-53.57794642,-419.065
2893.77,525.243,-53.52928596,-420.852
2893.88,525.32,-53.41774892,
2893.99,525.396,-53.03746278,
2894.1,525.473,-53.23530849,-420.329
2894.21,525.554,-53.16654307,-419.269
2894.32,525.635,-53.07216021,-416.781
2894.43,525.717,-53.03944896,-417.804
2894.54,525.796,-53.23919227,
2894.65,525.879,-53.39459016,-416.478
2894.76,525.96,-53.37262986,-416.215
2894.87,526.041,-53.24721384,-417.59
2894.98,526.123,-52.84338486,-419.05
2895.09,526.204,-52.86729942,-419.269
2895.2,526.285,-52.83964431,-418.257
2895.31,526.366,-52.75187731,-415.542
2895.42,526.447,-52.94498616,-415.322
2895.53,526.529,-52.94896888,-415.177
2895.64,526.61,-52.81216324,-414.89
2895.75,526.691,-52.94016628,-415.867
2895.86,526.773,-53.01944705,-416.028
2895.97,526.855,-52.95034637,-415.299
2896.08,526.938,-52.62308096,-416.015
2896.19,527.02,-52.48747269,-416.549
2896.3,527.102,-52.87806977,-415.95
2896.41,527.184,-53.1566689,-414.007
2896.52,527.266,-53.2033627,-412.848
2896.63,527.349,-53.47278687,-415.389
2896.74,527.431,-53.56472277,-417.169
2896.85,527.513,-53.37223454,-417.958
2896.96,527.595,-53.38057843,-419.806
2897.07,527.678,-53.23649608,-420.433
2897.18,527.76,-53.11266195,-419.388
2897.29,527.843,-53.09259992,-419.015
2897.4,527.925,-53.1614402,-417.973
2897.51,528.007,-53.09297228,-417.492
2897.62,528.088,-53.10075155,-416.983
2897.73,528.17,-53.0467689,-417.529
2897.84,528.251,-53.20672615,-417.098
2897.95,528.333,-53.39863762,-416.655
2898.06,528.415,-53.56966811,-416.055
2898.17,528.497,-53.542013,-417.524
2898.28,528.578,-53.54030091,-419.18
2898.39,528.66,-53.55440775,-420.423
2898.5,528.742,-53.52415347,-420.241
2898.61,528.824,-53.40063572,-420.302
2898.72,528.906,-53.40809861,-420.408
2898.83,528.987,-53.52281375,-420.192
2898.94,529.069,-53.49674053,-419.313
2899.05,529.151,-53.30773246,-419.242
2899.16,529.234,-53.23420249,-420.309
2899.27,529.317,-53.56741686,-420.197
2899.38,529.399,-53.64013263,-418.782
2899.49,529.482,-53.6550877,-417.958
2899.6,529.565,-53.63602814,-419.387
2899.71,529.648,-53.531932,-420.093
2899.82,529.731,-53.29017285,-420.417
2899.93,529.813,-53.12189815,-420.444
2900.04,529.896,-53.03453317,-419.577
2900.15,529.979,-53.08318199,-417.886
2900.26,530.062,-53.21847185,-416.467
2900.37,530.145,-53.3322619,-415.616
2900.48,530.227,-53.46530551,-416.068
2900.59,530.31,-53.54957343,-417.203
2900.7,530.393,-53.61458777,-418.191
2900.81,530.475,-53.68638561,-419.079
2900.92,530.557,-53.64775159,-419.877
2901.03,530.639,-53.57799097,-420.587
2901.14,530.721,-53.36928378,-420.961
2901.25,530.803,-53.2844412,-420.705
2901.36,530.885,-53.19895684,-420.163
2901.47,530.967,-53.1965837,-418.662
2901.58,531.048,-53.16088246,-417.901
2901.69,531.13,-53.08791291,-417.607
2901.8,531.212,-52.96584677,-417.553
2901.91,531.294,-52.96283185,-417.338
2902.02,531.376,-52.89082498,-416.887
2902.13,531.458,-52.82138525,-416.309
2902.24,531.54,-52.80328837,-415.819
2902.35,531.622,-52.75796035,-415.268
2902.46,531.702,-52.87078772,-414.863
2902.57,531.782,-53.06961435,-414.541
2902.68,531.861,-53.10927817,-414.04
2902.79,531.941,-53.01865952,-415.218
2902.9,532.021,-52.99125674,-416.872
2903.01,532.101,-53.01808485,-417.378
2903.12,532.181,-53.01808485,-416.676
2903.23,532.261,-53.01808485,-416.465
2903.34,532.341,-53.01808485,-416.339
2903.45,532.421,-53.01808485,-434.18
2903.56,532.501,-53.01808485,-434.344
2903.67,532.581,-53.01808485,-432.933
2903.78,532.661,-53.01808485,-432.44
2903.89,532.741,-53.01808485,-431.231
2909.5,538.204,-53.01808485,-432.204
2909.61,538.318,-53.01808485,-432.705
2909.72,538.433,-53.01808485,-432.32
2909.83,538.547,-53.01808485,-432.626
2909.94,538.662,-53.01808485,-431.385
2910.05,538.776,-53.01808485,-431.366
2910.16,538.891,-53.01808485,-429.74
2910.27,539.005,-54.87105197,-428.604
2910.38,539.12,-54.6198406,-428.095
2910.49,539.234,-54.5047539,-429.644
2910.6,539.349,-54.40302524,-431.115
2910.71,539.46,-54.60350486,-431.417
2910.82,539.571,-54.79469869,-430.72
2910.93,539.681,-54.8125562,-430.274
2911.04,539.792,-54.69905974,-429.713
2911.15,539.903,-54.65680611,-429.388
2911.26,540.014,-54.61518858,-430.914
2911.37,540.124,-54.53413306,-432.46
2911.48,540.235,-54.73461268,-431.511
2911.59,540.345,-54.95061428,-429.616
2911.7,540.456,-54.81231006,-429.223
2911.81,540.567,-54.56523332,-430.509
2911.92,540.678,-54.51789091,-431.941
2912.03,540.788,-54.69509062,-426.743
2912.14,540.899,-54.8951898,-432.91
2912.25,541.01,-53.95260379,
2912.36,541.121,-55.03051632,
2912.47,541.231,-54.97617685,
2912.58,541.342,-54.81910778,
2912.69,541.452,-54.76222393,
2912.8,541.563,-54.86690862,
2912.91,541.674,-54.92992898,
2913.02,541.784,-55.61,
2913.13,541.895,-55.57,
2913.24,542.005,-55.45,
2913.35,542.116,-54.42,
2913.46,542.227,-54.65,
2913.57,542.337,-54.9,
2913.68,542.448,-55.12,
2913.79,542.558,-55.13,
2913.9,542.669,-55.23,
2914.01,542.78,-55.41,
2914.12,542.89,-55.26,
2914.23,543.001,-55.18,
2914.34,543.111,-55.27,
2914.45,543.222,-55.24,
2914.56,543.377,-55.31,
2914.67,543.495,-55.39,
2914.78,543.614,-55.52,
2914.89,543.732,-55.52,
2915,543.85,-55.6,
2915.11,543.968,-55.45,
2915.22,544.086,-55.13,
2915.33,544.204,-55.12,
2915.44,544.322,-55.14,
2915.55,544.44,-55.3,
2915.66,544.554,-55.58,
2915.77,544.667,-55.69,
2915.88,544.781,-55.59,
2915.99,544.894,-55.52,
2916.1,545.008,-55.47,
2916.21,545.122,-55.28,
2916.32,545.235,-55.54,
2916.43,545.349,-55.6,
2916.54,545.463,-55.6,
2916.65,545.576,-55.53,
2916.76,545.69,-55.61,
2916.87,545.803,-55.37,
2916.98,545.917,-55.38,
2917.09,546.03,-55.46,
2917.2,546.144,-55.33,
2917.31,546.251,-55.1,
2917.42,546.359,-55.33,
2917.53,546.466,-54.38,
2917.64,546.574,-55.21,
2917.75,546.681,-55.47,
2917.86,546.789,-55.55,
2917.97,546.896,-55.79,
2918.08,547.004,-55.55,
2918.19,547.111,-55.39,
2918.3,547.219,-55.51,
2918.41,547.326,-55.38,
2918.52,547.434,-55.47,
2918.63,547.541,-55.52,
2918.74,547.649,-55.77,
2918.85,547.756,-55.97,
2918.96,547.861,-55.8,
2919.07,547.966,-55.7,
2919.18,548.071,-55.79,
2919.29,548.176,-55.96,
2919.4,548.281,-56,
2919.51,548.386,-55.89,
2919.62,548.491,-55.85,
2919.73,548.596,-55.93,
2919.84,548.701,-55.96,
2919.95,548.806,-56.02,
2920.06,548.911,-55.98,
2920.17,549.016,-55.91,
2920.28,549.121,-55.89,
2920.39,549.226,-55.93,
2920.5,549.331,-56.08,
2920.61,549.426,-56.14,
2920.72,549.52,-56,
2920.83,549.615,-56.12,
2920.94,549.709,-55.98,
2921.05,549.804,-55.88,
2921.16,549.899,-55.89,
2921.27,549.993,-56,
2921.38,550.088,-55.78,
2921.49,550.182,-55.57,
2921.6,550.277,-55.51,
2921.71,550.372,-55.37,
2921.82,550.466,-55.14,
2921.93,550.561,-54.96,
2922.04,550.655,-55.13,
2922.15,550.75,-55.34,
2922.26,550.835,-55.34,
2922.37,550.92,-55.35,
2922.48,551.005,-55.25,
2922.59,551.09,-55.39,
2922.7,551.175,-55.51,
2922.81,551.26,-55.5,
2922.92,551.345,-55.72,
2923.03,551.431,-55.69,
2923.14,551.516,-55.67,
2923.25,551.601,-55.65,
2923.36,551.686,-55.43,
2923.47,551.771,-55.3,
2923.58,551.856,-55.32,
2923.69,551.941,-55.24,
2923.8,552.026,-55.34,
2923.91,552.102,-55.42,
2924.02,552.177,-55.53,
2924.13,552.253,-55.26,
2924.24,552.328,-55.08,
2924.35,552.404,-54.85,
2924.46,552.48,-54.58,
2924.57,552.555,-54.45,
2924.68,552.631,-54.31,
2924.79,552.706,-54.28,
2924.9,552.782,-54.19,
2925.01,552.858,-54.12,
2925.12,552.934,-54.01,
2925.23,553.009,-54.12,
2925.34,553.085,-54.41,
2925.45,553.161,-54.39,
2925.56,553.236,-54.48,
2925.67,553.311,-54.53,
2925.78,553.386,-54.56,
2925.89,553.461,-54.78,
2926,553.536,-55.02,
2926.11,553.611,-55.13,
2926.22,553.686,-55.14,
2926.33,553.762,-55.04,
2926.44,553.837,-54.88,
2926.55,553.912,-54.97,
2926.66,553.987,-55.05,
2926.77,554.062,-55.09,
2926.88,554.137,-55.25,
2926.99,554.212,-55.42,
2927.1,554.287,-55.54,
2927.21,554.362,-55.42,
2927.32,554.437,-55.43,
2927.43,554.512,-55.24,
2927.54,554.587,-55.24,
2927.65,554.662,-55.06,
2927.76,554.737,-54.87,
2927.87,554.812,-54.96,
2927.98,554.887,-55.1,
2928.09,554.962,-55.16,
2928.2,555.037,-55.18,
2928.31,555.112,-54.91,
2928.42,555.187,-54.66,
2928.53,555.262,-54.6,
2928.64,555.337,-54.54,
2928.75,555.412,-54.44,
2928.86,555.476,-54.31,
2928.97,555.539,-54.25,
2929.08,555.603,-54.21,
2929.19,555.666,-54.22,
2929.3,555.73,-54.15,
2929.41,555.794,-54.1,
2929.52,555.857,-54.01,
2929.63,555.921,-53.91,
2929.74,555.984,-53.89,
2929.85,556.048,-53.73,
2929.96,556.112,-53.76,
2930.07,556.176,-53.8,
2930.18,556.239,-53.77,
2930.29,556.303,-53.83,
2930.4,556.367,-53.79,
2930.51,556.423,-53.74,
2930.62,556.478,-53.53,
2930.73,556.534,-53.46,
2930.84,556.589,-53.39,
2930.95,556.645,-53.22,
2931.06,556.701,-53.14,
2931.17,556.757,-53.01,
2931.28,556.812,-52.95,
2931.39,556.868,-52.85,
2931.5,556.924,-52.94,
2931.61,556.98,-52.7,
2931.72,557.035,-52.72,
2931.83,557.091,-52.44,
2931.94,557.146,-52.65,
2932.05,557.202,-52.62,
2932.16,557.253,-52.65,
2932.27,557.304,-52.55,
2932.38,557.355,-52.51,
2932.49,557.406,-52.57,
2932.6,557.457,-52.65,
2932.71,557.508,-52.97,
2932.82,557.559,-53.25,
2932.93,557.609,-53.52,
2933.04,557.66,-53.85,
2933.15,557.711,-53.66,
2933.26,557.762,-53.7,
2933.37,557.813,-53.39,
2933.48,557.863,-53.4,
2933.59,557.914,-53.22,
2933.7,557.965,-53.08,
2933.81,558.02,-53.05,
2933.92,558.075,-53.27,
2934.03,558.129,-53.29,
2934.14,558.184,-53.12,
2934.25,558.239,-53.34,
2934.36,558.294,-53.51,
2934.47,558.349,-53.78,
2934.58,558.403,-53.82,
2934.69,558.458,-53.94,
2934.8,558.513,-54.04,
2934.91,558.568,-53.94,
2935.02,558.623,-53.89,
2935.13,558.677,-53.95,
2935.24,558.732,-53.9,
2935.35,558.787,-53.67,
2935.46,558.842,-53.78,
2935.57,558.898,-53.79,
2935.68,558.953,-54.04,
2935.79,559.009,-54.28,
2935.9,559.064,-54.28,
2936.01,559.119,-54.31,
2936.12,559.175,-54.35,
2936.23,559.23,-54.37,
2936.34,559.286,-54.27,
2936.45,559.341,-54.22,
2936.56,559.396,-54.15,
2936.67,559.452,-54.15,
2936.78,559.507,-54.29,
2936.89,559.563,-54.27,
2937,559.618,-54.53,
2937.11,559.674,-54.49,
2937.22,559.73,-54.43,
2937.33,559.785,-54.52,
2937.44,559.841,-55.11,
2937.55,559.897,-54.87,
2937.66,559.953,-54.71,
2937.77,560.009,-55.17,
2937.88,560.065,-55.24,
2937.99,560.121,-55.5,
2938.1,560.177,-55.44,
2938.21,560.233,-55.48,
2938.32,560.289,-55.45,
2938.43,560.345,-55.48,
2938.54,560.401,-55.32,
2938.65,560.457,-55.29,
2938.76,560.515,-55.51,
2938.87,560.573,-55.56,
2938.98,560.63,-55.45,
2939.09,560.688,-55.21,
2939.2,560.746,-55.21,
2939.31,560.804,-55.08,
2939.42,560.862,-54.79,
2939.53,560.919,-54.55,
2939.64,560.977,-54.52,
2939.75,561.035,-54.58,
2939.86,561.093,-54.73,
2939.97,561.151,-54.6,
2940.08,561.208,-54.55,
2940.19,561.266,-54.36,
2940.3,561.324,-54.34,
2940.41,561.375,-54.38,
2940.52,561.426,-54.39,
2940.63,561.478,-54.45,
2940.74,561.529,-54.26,
2940.85,561.58,-54.22,
2940.96,561.631,-54.28,
2941.07,561.683,-54.16,
2941.18,561.734,-54.04,
2941.29,561.786,-54.11,
2941.4,561.837,-54.12,
2941.51,561.888,-54.11,
2941.62,561.94,-53.94,
2941.73,561.991,-54.23,
2941.84,562.043,-54.19,
2941.95,562.094,-54.19,
2942.06,562.143,-54.2,
2942.17,562.192,-54.09,
2942.28,562.241,-54.05,
2942.39,562.29,-54.13,
2942.5,562.339,-54.06,
2942.61,562.388,-53.76,
2942.72,562.437,-53.85,
2942.83,562.485,-53.9,
2942.94,562.534,-53.77,
2943.05,562.583,-53.74,
2943.16,562.632,-53.58,
2943.27,562.681,-53.78,
2943.38,562.729,-53.71,
2943.49,562.778,-53.73,
2943.6,562.827,-53.87,
2943.71,562.873,-53.82,
2943.82,562.92,-53.85,
2943.93,562.966,-53.72,
2944.04,563.013,-53.64,
2944.15,563.059,-53.61,
2944.26,563.105,-53.42,
2944.37,563.152,-53.22,
2944.48,563.198,-53.35,
2944.59,563.245,-53.42,
2944.7,563.291,-53.41,
2944.81,563.337,-53.36,
2944.92,563.384,-53.24,
2945.03,563.43,-53.24,
2945.14,563.477,-53.19,
2945.25,563.523,-53.09,
2945.36,563.567,-53.03,
2945.47,563.611,-52.99,
2945.58,563.654,-53.08,
2945.69,563.698,-53.13,
2945.8,563.742,-53.26,
2945.91,563.786,-53.25,
2946.02,563.829,-53.14,
2946.13,563.873,-52.95,
2946.24,563.916,-52.86,
2946.35,563.96,-52.77,
2946.46,564.004,-52.81,
2946.57,564.047,-53.07,
2946.68,564.091,-53.12,
2946.79,564.134,-53.03,
2946.9,564.178,-52.96,
2947.01,564.219,-52.9,
2947.12,564.261,-52.81,
2947.23,564.302,-52.79,
2947.34,564.344,-52.8,
2947.45,564.385,-52.73,
2947.56,564.426,-52.7,
2947.67,564.467,-52.8,
2947.78,564.509,-52.78,
2947.89,564.55,-52.75,
2948,564.591,-52.84,
2948.11,564.632,-52.75,
2948.22,564.673,-52.85,
2948.33,564.715,-52.67,
2948.44,564.756,-52.56,
2948.55,564.797,-52.62,
2948.66,564.837,-52.56,
2948.77,564.877,-52.58,
2948.88,564.917,-52.67,
2948.99,564.957,-52.67,
2949.1,564.997,-52.76,
2949.21,565.037,-52.71,
2949.32,565.077,-52.8,
2949.43,565.116,-52.56,
2949.54,565.156,-52.54,
2949.65,565.196,-52.46,
2949.76,565.236,-52.41,
2949.87,565.276,-52.2,
2949.98,565.315,-52.15,
2950.09,565.355,-52.13,
2950.2,565.395,-52.07,
2950.31,565.433,-52.11,
2950.42,565.471,-52.01,
2950.53,565.509,-51.99,
2950.64,565.547,-52.18,
2950.75,565.585,-52.14,
2950.86,565.623,-52.25,
2950.97,565.661,-52.31,
2951.08,565.699,-52.24,
2951.19,565.737,-52.08,
2951.3,565.775,-51.97,
2951.41,565.813,-51.93,
2951.52,565.851,-51.98,
2951.63,565.888,-52.05,
2951.74,565.926,-51.98,
2951.85,565.964,-52.07,
2951.96,566,-52.11,
2952.07,566.036,-52.04,
2952.18,566.072,-52.02,
2952.29,566.108,-52.05,
2952.4,566.144,-52.05,
2952.51,566.18,-52.02,
2952.62,566.216,-52.13,
2952.73,566.252,-52.11,
2952.84,566.288,-52.23,
2952.95,566.324,-52.18,
2953.06,566.36,-51.92,
2953.17,566.396,-51.94,
2953.28,566.432,-51.93,
2953.39,566.468,-51.95,
2953.5,566.504,-52.09,
2953.61,566.54,-52.04,
2953.72,566.577,-52.05,
2953.83,566.613,-52.03,
2953.94,566.65,-51.96,
2954.05,566.686,-51.96,
2954.16,566.722,-51.92,
2954.27,566.759,-51.81,
2954.38,566.795,-51.64,
2954.49,566.832,-51.48,
2954.6,566.868,-51.41,
2954.71,566.904,-51.46,
2954.82,566.94,-51.46,
2954.93,566.977,-51.54,
2955.04,567.013,-51.56,
2955.15,567.049,-51.44,
2955.26,567.084,-51.45,
2955.37,567.119,-51.38,
2955.48,567.154,-51.42,
2955.59,567.189,-51.62,
2955.7,567.224,-51.63,
2955.81,567.259,-51.74,
2955.92,567.294,-51.69,
2956.03,567.329,-51.8,
2956.14,567.364,-51.86,
2956.25,567.399,-51.65,
2956.36,567.434,-51.4,
2956.47,567.469,-51.24,
2956.58,567.504,-51.35,
2956.69,567.539,-51.39,
2956.8,567.574,-51.55,
2956.91,567.609,-51.63,
2957.02,567.644,-51.66,
2957.13,567.68,-51.64,
2957.24,567.715,-51.77,
2957.35,567.75,-51.61,
2957.46,567.785,-51.53,
2957.57,567.821,-51.46,
2957.68,567.856,-51.42,
2957.79,567.892,-51.41,
2957.9,567.927,-51.46,
2958.01,567.962,-51.46,
2958.12,567.997,-51.38,
2958.23,568.033,-51.45,
2958.34,568.068,-51.65,
2958.45,568.103,-51.57,
2958.56,568.137,-51.62,
2958.67,568.171,-51.46,
2958.78,568.206,-51.56,
2958.89,568.24,-51.32,
2959,568.274,-51.22,
2959.11,568.308,-51.07,
2959.22,568.342,-51.08,
2959.33,568.377,-50.96,
2959.44,568.411,-50.79,
2959.55,568.445,-51.05,
2959.66,568.479,-51.18,
2959.77,568.513,-51.33,
2959.88,568.547,-51.34,
2959.99,568.581,-51.33,
2960.1,568.615,-51.3,
2960.21,568.649,-51.34,
2960.32,568.683,-51.42,
2960.43,568.716,-51.52,
2960.54,568.75,-51.58,
2960.65,568.784,-51.47,
2960.76,568.818,-51.55,
2960.87,568.852,-51.5,
2960.98,568.886,-51.41,
2961.09,568.92,-51.35,
2961.2,568.954,-51.15,
2961.31,568.988,-51.2,
2961.42,569.022,-51.24,
2961.53,569.055,-51.38,
2961.64,569.089,-51.36,
2961.75,569.123,-51.3,
2961.86,569.156,-51.26,
2961.97,569.189,-51.11,
2962.08,569.221,-51.25,
2962.19,569.254,-51.24,
2962.3,569.287,-50.99,
2962.41,569.32,-51.21,
2962.52,569.353,-51.32,
2962.63,569.386,-51.29,
2962.74,569.419,-51.6,
2962.85,569.452,-51.45,
2962.96,569.485,-51.41,
2963.07,569.518,-51.37,
2963.18,569.551,-51.26,
2963.29,569.584,-51.39,
2963.4,569.617,-51.38,
2963.51,569.65,-51.64,
2963.62,569.683,-51.75,
2963.73,569.717,-51.79,
2963.84,569.75,-51.74,
2963.95,569.783,-51.55,
2964.06,569.816,-51.53,
2964.17,569.85,-51.43,
2964.28,569.883,-51.47,
2964.39,569.917,-51.34,
2964.5,569.95,-51.58,
2964.61,569.983,-51.65,
2964.72,570.016,-51.61,
2964.83,570.05,-51.36,
2964.94,570.083,-51.33,
2965.05,570.116,-51.26,
2965.16,570.149,-51.38,
2965.27,570.182,-51.3,
2965.38,570.214,-51.47,
2965.49,570.247,-51.27,
2965.6,570.28,-51.35,
2965.71,570.313,-51.33,
2965.82,570.346,-51.28,
2965.93,570.378,-51.36,
2966.04,570.411,-51.22,
2966.15,570.444,-51.19,
2966.26,570.477,-51.16,
2966.37,570.51,-51.17,
2966.48,570.542,-51.16,
2966.59,570.575,-51.4,
2966.7,570.608,-51.48,
2966.81,570.641,-51.63,
2966.92,570.674,-51.46,
2967.03,570.707,-51.65,
2967.14,570.74,-51.54,
2967.25,570.773,-51.43,
2967.36,570.806,-51.39,
2967.47,570.839,-51.2,
2967.58,570.873,-51.26,
2967.69,570.906,-51.44,
2967.8,570.939,-51.61,
2967.91,570.972,-51.51,
2968.02,571.005,-51.83,
2968.13,571.038,-51.68,
2968.24,571.071,-51.7,
2968.35,571.104,-51.64,
2968.46,571.138,-51.53,
2968.57,571.171,-51.58,
2968.68,571.205,-51.39,
2968.79,571.238,-51.29,
2968.9,571.272,-51.34,
2969.01,571.306,-51.26,
2969.12,571.34,-51.34,
2969.23,571.373,-51.33,
2969.34,571.407,-51.37,
2969.45,571.441,-51.48,
2969.56,571.475,-51.34,
2969.67,571.508,-51.3,
2969.78,571.542,-51.25,
2969.89,571.575,-51.28,
2970,571.609,-51.43,
2970.11,571.643,-51.53,
2970.22,571.676,-51.49,
2970.33,571.71,-51.48,
2970.44,571.743,-51.44,
2970.55,571.777,-51.49,
2970.66,571.811,-51.44,
2970.77,571.844,-51.39,
2970.88,571.878,-51.4,
2970.99,571.911,-51.37,
2971.1,571.945,-51.32,
2971.21,571.979,-51.14,
2971.32,572.012,-51.13,
2971.43,572.046,-51.28,
2971.54,572.079,-51.35,
2971.65,572.113,-51.37,
2971.76,572.147,-51.48,
2971.87,572.181,-51.62,
2971.98,572.216,-51.63,
2972.09,572.25,-51.69,
2972.2,572.284,-51.66,
2972.31,572.318,-51.65,
2972.42,572.352,-51.54,
2972.53,572.387,-51.48,
2972.64,572.421,-51.53,
2972.75,572.455,-51.51,
2972.86,572.489,-51.41,
2972.97,572.523,-51.48,
2973.08,572.558,-51.38,
2973.19,572.592,-51.53,
2973.3,572.626,-51.67,
2973.41,572.662,-51.68,
2973.52,572.697,-51.83,
2973.63,572.733,-51.79,
2973.74,572.768,-51.8,
2973.85,572.804,-51.82,
2973.96,572.84,-51.7,
2974.07,572.875,-51.56,
2974.18,572.911,-51.57,
2974.29,572.946,-51.48,
2974.4,572.982,-51.37,
2974.51,573.018,-51.31,
