depth_m,age_ka,d18O,dD
2810.5,461.85,-55.89890064,-438.055
2810.61,461.967,-55.92053617,-438.598
2810.72,462.084,-55.80618172,-439.422
2810.83,462.202,-55.34270221,-440.87
2810.94,462.319,-55.49848524,-440.918
2811.05,462.436,-55.74241839,-440.045
2811.16,462.553,-55.7724532,-437.604
2811.27,462.67,-55.78890216,-437.269
2811.38,462.787,-55.86488114,-439.174
2811.49,462.904,-55.86774423,-439.308
2811.6,463.021,-55.80236207,-439.486
2811.71,463.135,-55.84724655,-440.173
2811.82,463.248,-55.84473849,-440.026
2811.93,463.362,-55.67193323,-439.467
2812.04,463.475,-55.73609068,-439.662
2812.15,463.589,-55.84208493,-439.538
2812.26,463.702,-55.68412934,-438.279
2812.37,463.816,-55.55113382,-438.593
2812.48,463.929,-55.56947847,-439.385
2812.59,464.043,-55.54706555,-438.075
2812.7,464.156,-55.72275344,-436.994
2812.81,464.27,-55.75752751,-437.076
2812.92,464.383,-55.81170592,-436.604
2813.03,464.497,-55.77065193,-437.929
2813.14,464.61,-55.8111131,-437.977
2813.25,464.724,-55.6449428,-438.199
2813.36,464.83,-55.47592895,-438.102
2813.47,464.937,-55.23803794,-438.308
2813.58,465.043,-55.17834288,-436.759
2813.69,465.15,-55.19334269,-435.045
2813.8,465.256,-54.96453426,-432.87
2813.91,465.362,-55.0784952,-432.324
2814.02,465.469,-54.74900221,-432.856
2814.13,465.575,-54.42361236,-431.567
2814.24,465.682,-54.60858905,-431.821
2814.35,465.788,-54.54737779,-429.69
2814.46,465.894,-54.57425288,-427.352
2814.57,466.001,-54.39026328,-428.746
2814.68,466.107,-55.01175013,-428.854
2814.79,466.214,-54.32812526,-428.511
2814.9,466.32,-54.96413089,-427.733
2815.01,466.432,-54.77666941,-432.073
2815.12,466.544,-54.77258638,-428.549
2815.23,466.656,-54.89825227,-431.88
2815.34,466.768,-55.103429,-430.61
2815.45,466.88,-54.96773011,-430.415
2815.56,466.992,-55.03560971,-431.5
2815.67,467.104,-55.05077985,-432.889
2815.78,467.215,-55.22628777,-432.051
2815.89,467.327,-55.35760811,-432.789
2816,467.439,-55.26896424,-432.974
2816.11,467.551,-55.32232507,-434.17
2816.22,467.663,-55.43660163,-435.248
2816.33,467.774,-55.49374997,-434.817
2816.44,467.886,-55.67841103,-435.049
2816.55,467.998,-55.78542821,-436.165
2816.66,468.121,-55.54651976,-436.669
2816.77,468.244,-55.53236352,-438.262
2816.88,468.366,-55.70408394,-438.693
2816.99,468.489,-55.78521982,-436.961
2817.1,468.612,-55.93105894,-436.252
2817.21,468.735,-55.97842288,-437.577
2817.32,468.858,-55.80263954,-438.383
2817.43,468.981,-55.74616267,-439.483
2817.54,469.104,-55.68750323,-439.88
2817.65,469.227,-55.42239786,-438.628
2817.76,469.35,-55.03735478,-438.111
2817.87,469.473,-55.03735478,-437.351
2817.98,469.595,-55.39594564,-434.84
2818.09,469.718,-55.55125352,-432.097
2818.2,469.841,-55.58662369,
2818.31,469.963,-55.77825533,-435.597
2818.42,470.085,-55.85875996,-436.543
2818.53,470.206,-55.9790334,-437.068
2818.64,470.328,-56.00935356,-438.359
2818.75,470.45,-56.09301445,
2818.86,470.572,-56.06052512,-439.856
2818.97,470.694,-55.8923168,-440.23
2819.08,470.815,-55.54517559,-440.552
2819.19,470.937,-55.06986359,-440.217
2819.3,471.059,-54.87451147,-438.811
2819.41,471.181,-54.60088421,-436.208
2819.52,471.303,-54.10032217,-432.528
2819.63,471.424,-54.00502335,-430.888
2819.74,471.546,-54.3203534,-428.428
2819.85,471.668,-54.5732164,-424.469
2819.96,471.775,-54.68843983,-423.746
2820.07,471.881,-54.93811977,-426.944
2820.18,471.988,-55.15686839,-428.92
2820.29,472.094,-55.18276979,-429.297
2820.4,472.201,-54.99688644,-431.337
2820.51,472.308,-54.89906262,-433.007
2820.62,472.415,-54.6863779,-432.961
2820.73,472.521,-54.44841633,-431.342
2820.84,472.628,-54.04538259,-430.38
2820.95,472.735,-53.9775432,-428.697
2821.06,472.842,-53.80333799,-426.421
2821.17,472.949,-53.48299815,-423.54
2821.28,473.055,-53.55056213,-422.995
2821.39,473.162,-53.46700235,-422.313
2821.5,473.269,-53.42486117,-419.691
2821.61,473.357,-53.09741812,-419.4
2821.72,473.444,-53.06823084,-418.944
2821.83,473.532,-53.21597495,-418.46
2821.94,473.619,-53.14761001,-416.093
2822.05,473.707,-53.14117105,-415.858
2822.16,473.795,-53.04041935,-416.811
2822.27,473.882,-52.92023879,-416.247
2822.38,473.97,-52.49959082,-416.168
2822.49,474.057,-52.21132544,-415.651
2822.6,474.145,-52.36602042,-414.682
2822.71,474.233,-52.50744556,-411.396
2822.82,474.32,-52.6611927,-408.928
2822.93,474.408,-51.32602861,-410.647
2823.04,474.495,-53.05004182,-411.888
2823.15,474.583,-53.18735962,-413.596
2823.26,474.677,-53.32499336,-405.747
2823.37,474.772,-53.53529536,-416.408
2823.48,474.866,-53.47546104,-417.134
2823.59,474.961,-53.18719565,-418.361
2823.7,475.055,-53.60902345,-420.139
2823.81,475.149,-53.6297561,-419.685
2823.92,475.244,-53.83658265,-418.322
2824.03,475.338,-54.05130793,-420.941
2824.14,475.433,-54.22622365,-421.214
2824.25,475.527,-54.23463429,-422.892
2824.36,475.621,-54.25505099,-424.557
2824.47,475.716,-54.33470611,-425.689
2824.58,475.81,-54.55638227,-425.819
2824.69,475.905,-55.02892186,-426.084
2824.8,475.999,-55.29040757,-426.267
2824.91,476.106,-55.07038716,-427.95
2825.02,476.213,-54.22194436,-431.76
2825.13,476.319,-54.97378278,-433.646
2825.24,476.426,-54.88314145,-432.04
2825.35,476.533,-54.70924957,-426.863
2825.46,476.64,-54.45194718,-431.166
2825.57,476.747,-54.20728275,-430.341
2825.68,476.854,-54.05677109,-428.998
2825.79,476.961,-53.96407808,-426.596
2825.9,477.068,-54.16016238,-424.816
2826.01,477.175,-54.27583568,-423.677
2826.12,477.282,-53.92374862,-422.807
2826.23,477.388,-53.63105995,-424.221
2826.34,477.495,-53.56869804,-424.829
2826.45,477.602,-53.32245386,-422.002
2826.56,477.691,-53.16530728,-420.055
2826.67,477.78,-53.27260993,-419.14
2826.78,477.87,-53.4836998,-417.086
2826.89,477.959,-53.46462288,-415.63
2827,478.048,-53.29294265,-416.979
2827.11,478.137,-53.19266687,-418.374
2827.22,478.226,-53.03299269,-418.558
2827.33,478.316,-52.80823304,-417.035
2827.44,478.405,-52.78062551,-416.691
2827.55,478.494,-52.71778768,-415.445
2827.66,478.583,-52.64752704,-413.672
2827.77,478.673,-52.70554166,-413.495
2827.88,478.762,-52.66024099,-412.905
2827.99,478.852,-52.44464386,-412.662
2828.1,478.941,-52.351003,-413.176
2828.21,479.029,-52.55846146,-412.71
2828.32,479.117,-52.78282118,-410.808
2828.43,479.205,-53.10149365,-410.293
2828.54,479.293,-53.20911225,-412.064
2828.65,479.381,-53.06144413,-414
2828.76,479.469,-53.25468489,-416.602
2828.87,479.557,-53.26657097,-417.082
2828.98,479.645,-53.53311186,-416.419
2829.09,479.733,-53.78889386,-417.166
2829.2,479.821,-53.83734379,-417.385
2829.31,479.909,-53.7477352,-419.274
2829.42,479.997,-53.68863157,-421.384
2829.53,480.086,-54.07232156,-422.168
2829.64,480.174,-54.40254925,-421.414
2829.75,480.262,-54.60792675,-420.939
2829.86,480.361,-54.38217239,-423.88
2829.97,480.459,-54.11771064,-426.878
2830.08,480.558,-54.03848002,-427.997
2830.19,480.656,-53.99572957,-426.387
2830.3,480.755,-54.01681938,-424.263
2830.41,480.854,-54.0300471,-423.412
2830.52,480.952,-54.00805259,-423.054
2830.63,481.051,-53.8480254,-423.053
2830.74,481.149,-53.88609736,-423.464
2830.85,481.248,-53.75529135,-423.078
2830.96,481.347,-53.46189706,-421.825
2831.07,481.445,-53.34461387,-422.177
2831.18,481.544,-53.30532274,-421.028
2831.29,481.642,-53.62926075,-418.394
2831.4,481.741,-53.78340319,-417.692
2831.51,481.833,-53.68813388,-417.163
2831.62,481.924,-53.61456398,-419.873
2831.73,482.016,-53.59445638,-420.751
2831.84,482.107,-53.48943807,-420.33
2831.95,482.199,-53.43410825,-419.781
2832.06,482.29,-53.3715453,-419.411
2832.17,482.382,-53.64358533,-418.427
2832.28,482.473,-53.72821225,-417.917
2832.39,482.565,-53.89663561,-417.667
2832.5,482.656,-54.02011069,-418.29
2832.61,482.747,-53.72046688,-418.956
2832.72,482.839,-53.45096552,-420.443
2832.83,482.93,-53.49578111,-420.777
2832.94,483.022,-53.71396864,-418.909
2833.05,483.113,-53.84065432,-416.922
2833.16,483.199,-53.81258946,-417.346
2833.27,483.284,-53.55689366,-419.139
2833.38,483.37,-53.576819,-420.052
2833.49,483.455,-53.59827806,-419.754
2833.6,483.541,-53.27746996,-418.148
2833.71,483.627,-53.07181716,-418.365
2833.82,483.712,-52.99059608,-417.804
2833.93,483.798,-52.82364826,-415.992
2834.04,483.883,-52.93691169,-414.57
2834.15,483.969,-53.01182652,-413.662
2834.26,484.055,-53.26455582,-412.808
2834.37,484.14,-53.27993724,-413.602
2834.48,484.226,-53.28572238,-414.179
2834.59,484.311,-53.31677772,-415.982
2834.7,484.397,-53.29249453,-416.268
2834.81,484.479,-53.23622376,-415.699
2834.92,484.56,-53.12209197,-415.503
2835.03,484.642,-53.06454169,-415.587
2835.14,484.723,-52.87360319,-415.199
2835.25,484.805,-52.78630446,-414.771
2835.36,484.887,-52.72523555,-414.038
2835.47,484.968,-52.92678471,-412.535
2835.58,485.05,-53.02661335,-411.82
2835.69,485.131,-52.92175796,-411.375
2835.8,485.213,-52.99631641,-412.879
2835.91,485.295,-53.0398469,-414.016
2836.02,485.376,-52.86426244,-413.081
2836.13,485.458,-52.78560036,-413.556
2836.24,485.539,-52.8179352,-413.505
2836.35,485.621,-52.74599051,-412.359
2836.46,485.699,-52.59667237,-411.735
2836.57,485.776,-52.50905376,-412.165
2836.68,485.854,-52.83215575,-412.013
2836.79,485.931,-53.02378876,-410.492
2836.9,486.009,-52.75160179,-409.964
2837.01,486.087,-52.66238381,-412.502
2837.12,486.164,-52.61155093,-413.765
2837.23,486.242,-52.68614588,-411.436
2837.34,486.319,-52.77221986,-410.691
2837.45,486.397,-52.7383404,-410.622
2837.56,486.474,-52.93445168,-411.126
2837.67,486.552,-53.07362505,-411.715
2837.78,486.629,-52.94378283,-411.116
2837.89,486.707,-52.72629463,-412.513
2838,486.784,-52.48485225,-413.947
2838.11,486.86,-52.39979265,-413.094
2838.22,486.936,-52.62629213,-411.227
2838.33,487.013,-52.73251829,-409.199
2838.44,487.089,-52.77668854,-408.797
2838.55,487.165,-52.70218484,-410.428
2838.66,487.241,-52.52596063,-411.299
2838.77,487.317,-52.54105867,-411.712
2838.88,487.393,-52.43936553,-411.21
2838.99,487.469,-52.28617238,-410.004
2839.1,487.545,-52.34441716,-409.951
2839.21,487.621,-52.27535135,-409.349
2839.32,487.697,-52.23891288,-408.468
2839.43,487.774,-52.29395891,-408.897
2839.54,487.85,-52.36727436,-408.459
2839.65,487.926,-52.38873342,-408.164
2839.76,487.997,-52.32766451,-408.803
2839.87,488.067,-52.05861938,-409.49
2839.98,488.138,-51.93630444,-409.344
2840.09,488.208,-51.90613335,-409.064
2840.2,488.279,-51.95741364,-407.537
2840.31,488.349,-51.88887548,-406.471
2840.42,488.42,-51.85398713,-406.399
2840.53,488.49,-51.73701842,-406.8
2840.64,488.561,-51.71379182,-406.502
2840.75,488.631,-51.76475763,-406.545
2840.86,488.702,-51.75471352,-405.328
2840.97,488.772,-51.57233212,-404.91
2841.08,488.843,-51.27107573,-405.666
2841.19,488.913,-51.38713974,-405.633
2841.3,488.984,-51.72743093,-404.48
2841.41,489.05,-51.9243432,-402.343
2841.52,489.116,-51.9674469,-403.175
2841.63,489.182,-51.95362898,-405.31
2841.74,489.248,-52.03981701,-406.64
2841.85,489.314,-52.02348322,-407.228
2841.96,489.38,-51.69581016,-407.104
2842.07,489.446,-51.20460537,-407.419
2842.18,489.511,-50.79,-407.71
2842.29,489.577,-50.74,-405.101
2842.4,489.643,-50.78,-401.453
2842.51,489.709,-50.99,-398.7
2842.62,489.775,-51.13,-398.2
2842.73,489.84,-51.42,-398.6
2842.84,489.906,-51.79,-400.2
2842.95,489.972,-52.03,-401.3
2843.06,490.039,-52.05,-403.4
2843.17,490.106,-52.11,-406.2
2843.28,490.173,-50.72,-407.9
2843.39,490.24,-51.76,-408.4
2843.5,490.307,-51.48,-408.3
2843.61,490.374,-51.39,-399.9
2843.72,490.441,-51.42,-405.5
2843.83,490.507,-51.52,-403.7
2843.94,490.574,-51.5,-403.2
2844.05,490.641,-51.5,-403.6
2844.16,490.708,-51.51,-404.3
2844.27,490.775,-51.67,-403.9
2844.38,490.841,-51.55,
2844.49,490.908,-51.31,-404.4
2844.6,490.975,-51.37,-405.8
2844.71,491.042,-51.42,-404.8
2844.82,491.11,-51.53,-403.1
2844.93,491.176,-51.6,
2845.04,491.245,-51.46,-403.8
2845.15,491.312,-51.65,-404.5
2845.26,491.38,-51.99,-405.3
2845.37,491.447,-52.19,-404.5
2845.48,491.515,-52.03,-405.8
2845.59,491.582,-51.71,-407.9
2845.7,491.65,-51.64,-409.3
2845.81,491.717,-51.65,-408.1
2845.92,491.785,-51.78,-405.6
2846.03,491.852,-51.85,-405
2846.14,491.92,-51.79,-405.1
2846.25,491.987,-51.85,-406.1
2846.36,492.059,-52.03,-406.6
2846.47,492.13,-52.16,-406.4
2846.58,492.202,-52.1,-406.9
2846.69,492.273,-52.07,-408.4
2846.8,492.345,-52.02,-409.4
2846.91,492.416,-51.94,-409.1
2847.02,492.488,-51.98,-408.8
2847.13,492.559,-52.06,-408.5
2847.24,492.631,-52.07,-408.1
2847.35,492.702,-51.98,-408.3
2847.46,492.773,-51.91,-409.1
2847.57,492.845,-52.22699236,-409.4
2847.68,492.916,-52.47124369,-408.8
2847.79,492.988,-52.53213527,-408.2
2847.9,493.059,-52.35723262,-410.118
2848.01,493.133,-52.34285019,-411.96
2848.12,493.206,-52.70162095,-412.075
2848.23,493.28,-52.6598954,-410.516
2848.34,493.353,-52.70643565,-410.632
2848.45,493.427,-52.59007946,-412.99
2848.56,493.5,-52.59853657,-413.231
2848.67,493.574,-52.68548453,-413.003
2848.78,493.647,-52.74090748,-412.132
2848.89,493.721,-52.82849881,-412.271
2849,493.795,-52.58,
2849.11,493.87,-52.52,
2849.22,493.945,-52.31,
2849.33,494.02,-52.36,
2849.44,494.095,-52.32,
2849.55,494.169,-52.13,
2849.66,494.244,-52.13,
2849.77,494.319,-52.11,
2849.88,494.394,-51.97,
2849.99,494.469,-52.24,
2850.1,494.543,-52.44,
2850.21,494.618,-52.58,
2850.32,494.693,-52.76,
2850.43,494.768,-52.86,
2850.54,494.842,-52.95,
2850.65,494.917,-52.73,
2850.76,494.992,-52.73,
2850.87,495.067,-52.81,
2850.98,495.142,-52.64,
2851.09,495.216,-52.41,
2851.2,495.291,-52.32,
2851.31,495.366,-52.56,
2851.42,495.441,-52.59,
2851.53,495.516,-52.67,
2851.64,495.59,-52.58,
2851.75,495.665,-52.76,
2851.86,495.74,-52.76,
2851.97,495.815,-52.74,
2852.08,495.89,-52.76,
2852.19,495.964,-52.81,
2852.3,496.039,-52.74,
2852.41,496.114,-52.52,
2852.52,496.189,-52.58,
2852.63,496.263,-52.84,
2852.74,496.338,-52.73,
2852.85,496.413,-52.37,
2852.96,496.488,-52.29,
2853.07,496.563,-52.62,
2853.18,496.637,-52.63,
2853.29,496.712,-52.57,
2853.4,496.787,-52.41,
2853.51,496.862,-52.6,
2853.62,496.937,-52.35,
2853.73,497.011,-52.44,
2853.84,497.086,-52.55,
2853.95,497.161,-52.86,
2854.06,497.236,-52.61,
2854.17,497.311,-52.49,
2854.28,497.385,-52.6,
2854.39,497.46,-52.44,
2854.5,497.535,-52.47,-412.688
2854.61,497.61,-52.49,-413.129
2854.72,497.685,-52.54,-414.009
2854.83,497.759,-52.62,-414.057
2854.94,497.834,-52.7,-413.043
2855.05,497.909,-52.57,-412.75
2855.16,497.984,-52.52,-412.943
2855.27,498.058,-52.54,-411.822
2855.38,498.133,-52.36,-411.323
2855.49,498.208,-52.31,-411.939
2855.6,498.283,-52.34,-411.731
2855.71,498.358,-52.42,-414.53
2855.82,498.432,-52.5713908,-415.589
2855.93,498.507,-52.94521723,-415.281
2856.04,498.583,-52.91764576,-413.932
2856.15,498.658,-52.69944026,-413.661
2856.26,498.733,-52.61460907,-414.631
2856.37,498.808,-52.77200578,-414.492
2856.48,498.882,-52.82389021,-412.713
2856.59,498.957,-52.67247048,-412.366
2856.7,499.032,-52.58217068,-413.538
2856.81,499.107,-52.58676759,-414.065
2856.92,499.182,-52.58634201,-412.899
2857.03,499.256,-52.58634201,-412.028
2857.14,499.331,-52.54985673,-411.915
2857.25,499.406,-52.66093097,-411.697
2857.36,499.481,-52.63046435,
2857.47,499.556,-52.63046435,-411.467
2857.58,499.63,-52.63046435,-412.578
2857.69,499.705,-52.70517777,-412.272
2857.8,499.78,-52.49488991,
2857.91,499.855,-52.62140498,
2858.02,499.932,-52.70095421,-413.043
2858.13,500.008,-52.93877187,-411.294
2858.24,500.084,-52.8397866,-411.933
2858.35,500.159,-52.8366631,
2858.46,500.235,-52.9299608,
2858.57,500.312,-52.86615816,-413.312
2858.68,500.388,-52.89228768,-412.752
2858.79,500.464,-52.96636301,-414.734
2858.9,500.54,-53.01902254,-413.662
2859.01,500.616,-53.02149879,-414.016
2859.12,500.692,-53.04698904,-414.812
2859.23,500.767,-52.8532071,-414.837
2859.34,500.843,-53.08358451,-414.892
2859.45,500.919,-53.0822251,-415.147
2859.56,500.997,-53.04346795,-413.963
2859.67,501.074,-53.17124259,-415.123
2859.78,501.152,-52.99312295,-414.962
2859.89,501.229,-52.96874955,-415.039
2860,501.307,-52.83186331,-415.559
2860.11,501.385,-53.16164838,-414.553
2860.22,501.463,-53.2686465,-414.05
2860.33,501.54,-53.12824423,-413.512
2860.44,501.618,-53.15852905,-416.002
2860.55,501.696,-53.16132494,-416.885
2860.66,501.774,-53.2999673,-415.619
2860.77,501.851,-53.25801377,-415.464
2860.88,501.929,-53.25153887,-415.44
2860.99,502.006,-53.37036363,-416.714
2861.1,502.084,-53.49238477,-416.934
2861.21,502.162,-53.43285111,-416.654
2861.32,502.239,-53.1658719,-417.114
2861.43,502.317,-52.99478431,-418.312
2861.54,502.394,-53.12160003,-417.604
2861.65,502.472,-53.4043982,-415.849
2861.76,502.55,-53.44810785,-414.342
2861.87,502.627,-53.22172276,-415.095
2861.98,502.705,-52.71629305,-417.015
2862.09,502.782,-53.19630959,-417.81
2862.2,502.86,-53.46951986,-416.317
2862.31,502.938,-53.42373066,-413.287
2862.42,503.016,-53.1874355,-416.106
2862.53,503.093,-53.16945487,-418.102
2862.64,503.171,-53.30330265,-417.803
2862.75,503.249,-53.23449946,-415.931
2862.86,503.326,-53.10272744,-416.126
2862.97,503.402,-53.07355946,-416.706
2863.08,503.479,-53.06956081,-416.493
2863.19,503.555,-53.04326958,-415.41
2863.3,503.632,-53.11286997,-415.381
2863.41,503.708,-53.11886225,-415.426
2863.52,503.785,-53.20700168,-415.451
2863.63,503.861,-53.22577951,-415.703
2863.74,503.938,-53.20236502,-415.945
2863.85,504.014,-53.0958432,-416.329
2863.96,504.091,-53.13827429,-416.619
2864.07,504.167,-53.17591081,-416.217
2864.18,504.244,-53.15217668,-415.625
2864.29,504.32,-53.17479018,-415.874
2864.4,504.397,-53.26516708,-416.141
2864.51,504.473,-53.23248307,-416.078
2864.62,504.549,-52.9968272,-415.963
2864.73,504.626,-53.01113008,-416.795
2864.84,504.702,-52.95734991,-416.465
2864.95,504.778,-52.80607993,-415.138
2865.06,504.854,-52.76540495,-414.816
2865.17,504.93,-52.82253943,-414.444
2865.28,505.006,-52.92410369,-413.067
2865.39,505.082,-52.78018413,-412.879
2865.5,505.158,-52.84946488,-413.498
2865.61,505.234,-52.98299302,-414.212
2865.72,505.31,-53.19227554,-413.131
2865.83,505.387,-53.40667229,-413.887
2865.94,505.463,-53.5507485,-414.837
2866.05,505.539,-53.64080577,-416.684
2866.16,505.622,-53.4916601,-417.966
2866.27,505.705,-53.59035836,-419.062
2866.38,505.788,-53.52103896,-420.005
2866.49,505.871,-53.51448842,-419.595
2866.6,505.954,-53.56183034,-419.83
2866.71,506.037,-53.36507111,-419.593
2866.82,506.12,-53.36771399,-419.494
2866.93,506.204,-53.65095135,-419.699
2867.04,506.287,-53.67515121,-418.42
2867.15,506.37,-53.25806694,-418.373
2867.26,506.453,-52.96842248,-420.466
2867.37,506.536,-52.99706054,-420.779
2867.48,506.619,-53.16677005,-417.374
2867.59,506.702,-53.4756489,-414.959
2867.7,506.785,-53.27797531,-415.184
2867.81,506.865,-53.45022093,-416.6
2867.92,506.945,-53.27343362,-418.982
2868.03,507.024,-53.1511728,-417.951
2868.14,507.104,-53.07773221,-418.543
2868.25,507.184,-53.09020253,-417.142
2868.36,507.264,-53.00851956,-416.495
2868.47,507.344,-52.9823508,-415.691
2868.58,507.424,-53.10102098,-415.435
2868.69,507.504,-53.05833079,-415.048
2868.8,507.584,-53.09838137,-414.903
2868.91,507.664,-52.98277785,-415.554
2869.02,507.744,-53.10239907,-415.647
2869.13,507.824,-52.87330437,-416.117
2869.24,507.904,-52.81036193,-415.561
2869.35,507.984,-53.04030419,-416.053
2869.46,508.063,-53.25915093,-414.405
2869.57,508.142,-53.22406909,-413.889
2869.68,508.221,-52.96929622,-415.783
2869.79,508.3,-52.89839174,-417.26
2869.9,508.379,-52.84428903,-416.991
2870.01,508.458,-52.84094531,-414.987
2870.12,508.537,-52.86387712,-414.487
2870.23,508.617,-52.96637955,-414.264
2870.34,508.696,-52.96637955,-414.29
2870.45,508.775,-53.54292538,-414.463
2870.56,508.854,-53.81059235,-415.486
2870.67,508.933,-53.82211163,
2870.78,509.012,-53.9871026,-420.183
2870.89,509.091,-53.98562429,-422.066
2871,509.17,-54.24599993,-422.407
2871.11,509.258,-54.2727359,-423.314
2871.22,509.335,-54.20088038,
2871.33,509.433,-53.98319821,-425.15
2871.44,509.521,-53.80292374,-425.439
2871.55,509.609,-53.69550751,-424.603
2871.66,509.697,-53.70201309,-423.004
2871.77,509.785,-53.83755466,-421.65
2871.88,509.872,-53.79029524,-421.756
2871.99,509.96,-53.84771943,-421.586
2872.1,510.048,-53.85675512,-422.348
2872.21,510.136,-53.74339638,-422.341
2872.32,510.224,-53.67139243,-422.91
2872.43,510.312,-53.84140685,-422.744
2872.54,510.4,-54.0174303,-421.953
2872.65,510.488,-54.05556235,-421.478
2872.76,510.573,-53.9108934,-422.488
2872.87,510.657,-53.79785092,-423.908
2872.98,510.742,-53.6493868,-423.949
2873.09,510.826,-53.63272917,-422.87
2873.2,510.911,-53.73664427,-421.856
2873.31,510.996,-53.7184812,-420.771
2873.42,511.08,-53.81132703,-420.868
2873.53,511.165,-53.73180861,-421.545
2873.64,511.249,-53.58460955,-421.554
2873.75,511.334,-53.69484995,-422.032
2873.86,511.419,-53.89230351,-421.732
2873.97,511.503,-53.93549579,-421.194
2874.08,511.588,-53.82529969,-421.758
2874.19,511.672,-53.66892895,-422.981
2874.3,511.757,-53.72287423,-423.442
2874.41,511.842,-53.79927431,-422.555
2874.52,511.926,-53.95980079,-421.69
2874.63,512.011,-54.06142615,-421.951
2874.74,512.095,-53.86235968,-422.661
2874.85,512.18,-53.85020564,-423.993
2874.96,512.264,-53.97878938,-424.181
2875.07,512.349,-54.05329187,-422.887
2875.18,512.433,-54.12716182,-422.644
2875.29,512.518,-54.06756808,-423.534
2875.4,512.602,-54.06261224,-424.197
2875.51,512.687,-53.97550347,-424.865
2875.62,512.771,-53.96240063,-424.386
2875.73,512.856,-52.80884732,-424.145
2875.84,512.94,-52.80238604,-423.6
2875.95,513.025,-53.94111922,-423.326
2876.06,513.107,-53.94111922,-415.885
2876.17,513.189,-53.00701018,-415.718
2876.28,513.272,-53.7877133,-423.251
2876.39,513.354,-53.70368483,
2876.5,513.436,-53.6442728,-417.797
2876.61,513.518,-53.52616002,-422.483
2876.72,513.6,-53.51534969,-421.636
2876.83,513.682,-53.64277019,-421.224
2876.94,513.764,-53.80511501,
2877.05,513.846,-53.9533648,-420.37
2877.16,513.928,-54.0173506,-421.174
2877.27,514.01,-54.02484482,-422.448
2877.38,514.093,-53.9714291,-423.548
2877.49,514.175,-54.02815621,-424.004
2877.6,514.257,-54.03470364,-424.059
2877.71,514.337,-53.94377009,-423.538
2877.82,514.417,-53.86062319,-424.218
2877.93,514.498,-53.89434109,-424.035
2878.04,514.578,-53.92647973,-423.294
2878.15,514.658,-53.75331535,-422.479
2878.26,514.738,-53.75331535,-422.748
2878.37,514.818,-53.46731411,-422.973
2878.48,514.898,-52.96271808,-422.338
2878.59,514.978,-53.33881822,
2878.7,515.058,-53.40159439,-419.772
2878.81,515.138,-53.53827964,-418.562
2878.92,515.218,-53.56820732,-419.008
2879.03,515.299,-53.55423175,-419.478
2879.14,515.379,-53.5304648,
2879.25,515.459,-53.44531861,-420.598
2879.36,515.538,-53.49293394,-420.291
2879.47,515.617,-53.62203877,-419.974
2879.58,515.695,-53.65638837,-419.324
2879.69,515.774,-53.72042793,-419.988
2879.8,515.853,-53.60380085,-421.086
2879.91,515.932,-53.55318659,-421.416
2880.02,516.011,-53.51510217,-421.684
2880.13,516.089,-53.71811608,-420.616
2880.24,516.168,-53.75246568,-420.084
2880.35,516.247,-53.69142833,-419.796
2880.46,516.326,-53.54763809,-421.24
2880.57,516.405,-53.46259608,-421.816
2880.68,516.483,-53.35449697,-421.202
2880.79,516.562,-53.28640673,-420.126
2880.9,516.641,-53.18209783,-419.743
2881.01,516.715,-53.03420152,-419.073
2881.12,516.789,-52.82976792,-418.184
2881.23,516.864,-52.68724108,-417.443
2881.34,516.938,-52.81097644,-416.269
2881.45,517.012,-52.94008127,-414.754
2881.56,517.086,-52.94495256,-413.566
2881.67,517.16,-52.96729982,-414.485
2881.78,517.235,-52.98554103,-415.452
2881.89,517.309,-52.82058878,-415.484
2882,517.383,-52.6044687,-415.767
2882.11,517.457,-52.7215712,-415.915
2882.22,517.531,-53.13570697,-414.81
2882.33,517.606,-53.22027684,-413.243
2882.44,517.68,-53.27736769,-413.862
2882.55,517.754,-53.28423826,
2882.66,517.83,-52.36756114,-417.057
2882.77,517.906,-52.90632444,-417.774
2882.88,517.982,-52.7240004,-418.447
2882.99,518.058,-52.84616744,-418.482
2883.1,518.134,-52.84616744,
2883.21,518.21,-52.99847502,-415.553
2883.32,518.286,-53.11255261,-413.975
2883.43,518.363,-53.21209648,-414.884
2883.54,518.439,-53.19505471,-415.852
2883.65,518.515,-53.01213904,-417.041
2883.76,518.591,-52.7966805,-417.647
2883.87,518.667,-52.82646663,-417.463
2883.98,518.743,-52.72664626,-416.202
2884.09,518.819,-52.72605696,-414.499
2884.2,518.895,-52.61478684,-414.202
2884.31,518.967,-52.98186139,-413.265
2884.42,519.039,-53.16574011,-413.231
2884.53,519.112,-53.19282101,-412.648
2884.64,519.184,-53.16844048,-415.45
2884.75,519.256,-53.11346492,-416.769
2884.86,519.328,-52.99837823,-416.628
2884.97,519.4,-52.80441555,-416.311
2885.08,519.473,-52.56497197,-416.186
2885.19,519.545,-52.53130564,-415.316
2885.3,519.617,-52.85003685,-413.657
2885.41,519.689,-53.00090094,-411.869
2885.52,519.762,-52.88072547,-411.571
2885.63,519.834,-52.78567582,-414.14
2885.74,519.907,-52.82007183,-415.323
2885.85,519.979,-52.85192346,-414.309
2885.96,520.051,-52.88154875,-413.568
2886.07,520.123,-52.96078957,-413.794
2886.18,520.195,-52.95199341,-413.841
2886.29,520.267,-52.8966998,-414.401
